"component_file","component_group","component_kind","audit_risk","duplicate_group","incomplete_markers","disposition","canonicalTarget","decisionBasis"
"app/admin/dashboard/events/[id]/components/event-site-map-tab.tsx","Admin route-local","Feature component","low","","0","keep","app/admin/dashboard/events/[id]/components/event-site-map-tab.tsx","Retain and verify against the shared component definition of done."
"app/admin/dashboard/events/add-artist-dialog.tsx","Admin route-local","Overlay / dialog","medium","","0","keep","app/admin/dashboard/events/add-artist-dialog.tsx","Retain and verify against the shared component definition of done."
"app/admin/dashboard/events/event-card.tsx","Admin route-local","Card / item","low","","0","keep","app/admin/dashboard/events/event-card.tsx","Retain and verify against the shared component definition of done."
"app/admin/dashboard/events/event-details-dialog.tsx","Admin route-local","Overlay / dialog","low","","0","keep","app/admin/dashboard/events/event-details-dialog.tsx","Retain and verify against the shared component definition of done."
"app/admin/dashboard/events/event-list.tsx","Admin route-local","Collection / operational view","low","","0","keep","app/admin/dashboard/events/event-list.tsx","Retain and verify against the shared component definition of done."
"app/admin/dashboard/events/events-page-client.tsx","Admin route-local","Feature component","low","","0","keep","app/admin/dashboard/events/events-page-client.tsx","Retain and verify against the shared component definition of done."
"app/admin/dashboard/logistics/logistics-page-client.tsx","Admin route-local","Feature component","medium","","0","keep","app/admin/dashboard/logistics/logistics-page-client.tsx","Retain and verify against the shared component definition of done."
"app/admin/dashboard/staff/add-staff-dialog.tsx","Admin route-local","Overlay / dialog","low","","0","keep","app/admin/dashboard/staff/add-staff-dialog.tsx","Retain and verify against the shared component definition of done."
"app/admin/dashboard/staff/enhanced-add-staff-dialog.tsx","Admin route-local","Overlay / dialog","medium","","0","keep","app/admin/dashboard/staff/enhanced-add-staff-dialog.tsx","Retain and verify against the shared component definition of done."
"app/admin/dashboard/tours/planner/components/artists-crew-step.tsx","Admin route-local","Form / editor","low","","0","keep","app/admin/dashboard/tours/planner/components/artists-crew-step.tsx","Retain and verify against the shared component definition of done."
"app/admin/dashboard/tours/planner/components/events-step.tsx","Admin route-local","Form / editor","low","","0","keep","app/admin/dashboard/tours/planner/components/events-step.tsx","Retain and verify against the shared component definition of done."
"app/admin/dashboard/tours/planner/components/logistics-step.tsx","Admin route-local","Form / editor","medium","","0","keep","app/admin/dashboard/tours/planner/components/logistics-step.tsx","Retain and verify against the shared component definition of done."
"app/admin/dashboard/tours/planner/components/review-publish-step.tsx","Admin route-local","Feature component","low","","0","keep","app/admin/dashboard/tours/planner/components/review-publish-step.tsx","Retain and verify against the shared component definition of done."
"app/admin/dashboard/tours/planner/components/routing-dates-step.tsx","Admin route-local","Form / editor","medium","","0","keep","app/admin/dashboard/tours/planner/components/routing-dates-step.tsx","Retain and verify against the shared component definition of done."
"app/admin/dashboard/tours/planner/components/ticketing-financials-step.tsx","Admin route-local","Form / editor","medium","","0","keep","app/admin/dashboard/tours/planner/components/ticketing-financials-step.tsx","Retain and verify against the shared component definition of done."
"app/admin/dashboard/tours/planner/components/tour-initiation-step.tsx","Admin route-local","Form / editor","low","","0","keep","app/admin/dashboard/tours/planner/components/tour-initiation-step.tsx","Retain and verify against the shared component definition of done."
"app/admin/dashboard/tours/tours-page-client.tsx","Admin route-local","Feature component","low","","0","keep","app/admin/dashboard/tours/tours-page-client.tsx","Retain and verify against the shared component definition of done."
"app/app/(main)/main-nav.tsx","Shared / Other","Navigation / shell","low","","0","keep","app/app/(main)/main-nav.tsx","Retain and verify against the shared component definition of done."
"app/apple-icon.tsx","Shared / Other","Feature component","low","","0","keep","app/apple-icon.tsx","Retain and verify against the shared component definition of done."
"app/artist/artist-layout-client.tsx","Artist route-local","Navigation / shell","low","","0","keep","app/artist/artist-layout-client.tsx","Retain and verify against the shared component definition of done."
"app/artist/business/_page-client.tsx","Artist route-local","Form / editor","medium","","0","keep","app/artist/business/_page-client.tsx","Retain and verify against the shared component definition of done."
"app/artist/dashboard-optimized.tsx","Artist route-local","Form / editor","medium","","0","keep","app/artist/dashboard-optimized.tsx","Retain and verify against the shared component definition of done."
"app/artist/events/components/analytics-dashboard.tsx","Artist route-local","Analytics / visualization","low","","0","keep","app/artist/events/components/analytics-dashboard.tsx","Retain and verify against the shared component definition of done."
"app/artist/events/components/artist-event-ops-panel.tsx","Artist route-local","Form / editor","low","","0","keep","app/artist/events/components/artist-event-ops-panel.tsx","Retain and verify against the shared component definition of done."
"app/artist/events/components/artist-events-dashboard.tsx","Artist route-local","Form / editor","low","","0","keep","app/artist/events/components/artist-events-dashboard.tsx","Retain and verify against the shared component definition of done."
"app/artist/events/components/equipment-modal.tsx","Artist route-local","Overlay / dialog","low","","0","keep","app/artist/events/components/equipment-modal.tsx","Retain and verify against the shared component definition of done."
"app/artist/events/components/event-analytics.tsx","Artist route-local","Analytics / visualization","medium","","0","keep","app/artist/events/components/event-analytics.tsx","Retain and verify against the shared component definition of done."
"app/artist/events/components/event-export.tsx","Artist route-local","Feature component","low","","0","keep","app/artist/events/components/event-export.tsx","Retain and verify against the shared component definition of done."
"app/artist/events/components/event-operations.tsx","Artist route-local","Form / editor","low","","0","keep","app/artist/events/components/event-operations.tsx","Retain and verify against the shared component definition of done."
"app/artist/events/components/events-calendar.tsx","Artist route-local","Collection / operational view","low","","0","keep","app/artist/events/components/events-calendar.tsx","Retain and verify against the shared component definition of done."
"app/artist/events/components/financial-tracking.tsx","Artist route-local","Form / editor","low","","0","keep","app/artist/events/components/financial-tracking.tsx","Retain and verify against the shared component definition of done."
"app/artist/events/components/guestlist-manager.tsx","Artist route-local","Form / editor","low","","0","keep","app/artist/events/components/guestlist-manager.tsx","Retain and verify against the shared component definition of done."
"app/artist/events/components/marketing-tools.tsx","Artist route-local","Form / editor","low","","0","keep","app/artist/events/components/marketing-tools.tsx","Retain and verify against the shared component definition of done."
"app/artist/events/components/staff-modal.tsx","Artist route-local","Overlay / dialog","low","","0","keep","app/artist/events/components/staff-modal.tsx","Retain and verify against the shared component definition of done."
"app/artist/events/components/task-modal.tsx","Artist route-local","Overlay / dialog","low","","0","keep","app/artist/events/components/task-modal.tsx","Retain and verify against the shared component definition of done."
"app/artist/events/components/team-collaboration.tsx","Artist route-local","Form / editor","critical","","2","hide","app/artist/events/components/team-collaboration.tsx","Contains explicit incomplete/mock markers; do not mount on canonical production routes."
"app/artist/events/debug-auth.tsx","Artist route-local","Feature component","low","","0","keep","app/artist/events/debug-auth.tsx","Retain and verify against the shared component definition of done."
"app/artist/events/event-wizard.tsx","Artist route-local","Form / editor","low","","0","keep","app/artist/events/event-wizard.tsx","Retain and verify against the shared component definition of done."
"app/artist/events/event-wizard/event-wizard-dialog.tsx","Artist route-local","Overlay / dialog","low","","0","keep","app/artist/events/event-wizard/event-wizard-dialog.tsx","Retain and verify against the shared component definition of done."
"app/artist/events/event-wizard/event-wizard-main.tsx","Artist route-local","Form / editor","low","","0","keep","app/artist/events/event-wizard/event-wizard-main.tsx","Retain and verify against the shared component definition of done."
"app/artist/events/event-wizard/event-wizard-photos.tsx","Artist route-local","Form / editor","low","","0","keep","app/artist/events/event-wizard/event-wizard-photos.tsx","Retain and verify against the shared component definition of done."
"app/artist/events/event-wizard/event-wizard-step1.tsx","Artist route-local","Form / editor","low","","0","keep","app/artist/events/event-wizard/event-wizard-step1.tsx","Retain and verify against the shared component definition of done."
"app/artist/events/event-wizard/event-wizard-step2.tsx","Artist route-local","Form / editor","low","","0","keep","app/artist/events/event-wizard/event-wizard-step2.tsx","Retain and verify against the shared component definition of done."
"app/artist/events/event-wizard/event-wizard-step3.tsx","Artist route-local","Form / editor","low","","0","keep","app/artist/events/event-wizard/event-wizard-step3.tsx","Retain and verify against the shared component definition of done."
"app/artist/events/event-wizard/event-wizard-summary.tsx","Artist route-local","Feature component","low","","0","keep","app/artist/events/event-wizard/event-wizard-summary.tsx","Retain and verify against the shared component definition of done."
"app/artist/events/event-wizard/event-wizard-ticketing.tsx","Artist route-local","Form / editor","low","","0","keep","app/artist/events/event-wizard/event-wizard-ticketing.tsx","Retain and verify against the shared component definition of done."
"app/artist/events/events-dashboard.tsx","Artist route-local","Form / editor","low","","0","keep","app/artist/events/events-dashboard.tsx","Retain and verify against the shared component definition of done."
"app/artist/events/page-optimized.tsx","Artist route-local","Form / editor","medium","","0","keep","app/artist/events/page-optimized.tsx","Retain and verify against the shared component definition of done."
"app/artist/events/page-simple-broken.tsx","Artist route-local","Form / editor","medium","","0","keep","app/artist/events/page-simple-broken.tsx","Retain and verify against the shared component definition of done."
"app/artist/features/analytics/analytics-dashboard.tsx","Artist route-local","Analytics / visualization","medium","","0","keep","app/artist/features/analytics/analytics-dashboard.tsx","Retain and verify against the shared component definition of done."
"app/artist/features/blog/blog-editor.tsx","Artist route-local","Feature component","low","","0","keep","app/artist/features/blog/blog-editor.tsx","Retain and verify against the shared component definition of done."
"app/artist/features/collaboration/collaboration-hub.tsx","Artist route-local","Form / editor","high","","2","hide","app/artist/features/collaboration/collaboration-hub.tsx","Contains explicit incomplete/mock markers; do not mount on canonical production routes."
"app/artist/features/fan-engagement/fan-club.tsx","Artist route-local","Form / editor","low","","0","keep","app/artist/features/fan-engagement/fan-club.tsx","Retain and verify against the shared component definition of done."
"app/artist/features/financial/financial-dashboard.tsx","Artist route-local","Form / editor","low","","0","keep","app/artist/features/financial/financial-dashboard.tsx","Retain and verify against the shared component definition of done."
"app/artist/features/marketing/marketing-hub.tsx","Artist route-local","Form / editor","low","","0","keep","app/artist/features/marketing/marketing-hub.tsx","Retain and verify against the shared component definition of done."
"app/artist/features/portfolio/portfolio-builder.tsx","Artist route-local","Form / editor","high","","1","hide","app/artist/features/portfolio/portfolio-builder.tsx","Contains explicit incomplete/mock markers; do not mount on canonical production routes."
"app/artist/features/press-kit/press-kit-builder.tsx","Artist route-local","Feature component","low","","0","keep","app/artist/features/press-kit/press-kit-builder.tsx","Retain and verify against the shared component definition of done."
"app/artist/press/press-editor.tsx","Artist route-local","Form / editor","medium","","0","keep","app/artist/press/press-editor.tsx","Retain and verify against the shared component definition of done."
"app/artist/settings/artist-settings-client.tsx","Artist route-local","Feature component","low","","0","keep","app/artist/settings/artist-settings-client.tsx","Retain and verify against the shared component definition of done."
"app/components/content-uploader.tsx","Shared / Other","Feature component","low","","0","keep","app/components/content-uploader.tsx","Retain and verify against the shared component definition of done."
"app/components/edit-profile-content.tsx","Shared / Other","Form / editor","low","","0","keep","app/components/edit-profile-content.tsx","Retain and verify against the shared component definition of done."
"app/components/features-dialog.tsx","Shared / Other","Overlay / dialog","medium","DUP-002","0","retire later","components/features-dialog.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/components/features-panel.tsx","Shared / Other","Feature component","low","","0","keep","app/components/features-panel.tsx","Retain and verify against the shared component definition of done."
"app/components/layouts/app-shell.tsx","Shared / Other","Navigation / shell","low","","0","keep","app/components/layouts/app-shell.tsx","Retain and verify against the shared component definition of done."
"app/components/loading-spinner.tsx","Shared / Other","System state","low","","0","keep","app/components/loading-spinner.tsx","Retain and verify against the shared component definition of done."
"app/components/marketing/feature-grid.tsx","Shared / Other","Collection / operational view","low","","0","keep","app/components/marketing/feature-grid.tsx","Retain and verify against the shared component definition of done."
"app/components/marketing/feature-spotlight.tsx","Shared / Other","Feature component","low","","0","keep","app/components/marketing/feature-spotlight.tsx","Retain and verify against the shared component definition of done."
"app/components/nav.tsx","Shared / Other","Navigation / shell","low","","0","keep","app/components/nav.tsx","Retain and verify against the shared component definition of done."
"app/components/navigation/breadcrumbs-2.tsx","Shared / Other","Navigation / shell","low","","0","keep","app/components/navigation/breadcrumbs-2.tsx","Retain and verify against the shared component definition of done."
"app/components/navigation/breadcrumbs.tsx","Shared / Other","Navigation / shell","low","","0","keep","app/components/navigation/breadcrumbs.tsx","Retain and verify against the shared component definition of done."
"app/components/navigation/enhanced-sidebar.tsx","Shared / Other","Navigation / shell","low","","0","keep","app/components/navigation/enhanced-sidebar.tsx","Retain and verify against the shared component definition of done."
"app/components/navigation/feature-grid.tsx","Shared / Other","Navigation / shell","low","","0","keep","app/components/navigation/feature-grid.tsx","Retain and verify against the shared component definition of done."
"app/components/navigation/feature-tabs.tsx","Shared / Other","Navigation / shell","low","","0","keep","app/components/navigation/feature-tabs.tsx","Retain and verify against the shared component definition of done."
"app/components/navigation/page-header.tsx","Shared / Other","Navigation / shell","low","","0","keep","app/components/navigation/page-header.tsx","Retain and verify against the shared component definition of done."
"app/components/navigation/tabbed-navigation.tsx","Shared / Other","Navigation / shell","low","","0","keep","app/components/navigation/tabbed-navigation.tsx","Retain and verify against the shared component definition of done."
"app/components/profession-selector.tsx","Shared / Other","Feature component","low","","0","keep","app/components/profession-selector.tsx","Retain and verify against the shared component definition of done."
"app/components/social/activity-feed.tsx","Shared / Other","Feature component","high","","2","hide","app/components/social/activity-feed.tsx","Contains explicit incomplete/mock markers; do not mount on canonical production routes."
"app/components/social/emoji-picker.tsx","Shared / Other","Feature component","low","","0","keep","app/components/social/emoji-picker.tsx","Retain and verify against the shared component definition of done."
"app/components/social/enhanced-feed.tsx","Shared / Other","Feature component","low","","0","keep","app/components/social/enhanced-feed.tsx","Retain and verify against the shared component definition of done."
"app/components/social/enhanced-post-creator.tsx","Shared / Other","Form / editor","high","","2","hide","app/components/social/enhanced-post-creator.tsx","Contains explicit incomplete/mock markers; do not mount on canonical production routes."
"app/components/social/enhanced-post-feed.tsx","Shared / Other","Feature component","low","","0","keep","app/components/social/enhanced-post-feed.tsx","Retain and verify against the shared component definition of done."
"app/components/social/feed-layout.tsx","Shared / Other","Navigation / shell","low","","0","keep","app/components/social/feed-layout.tsx","Retain and verify against the shared component definition of done."
"app/components/social/notification-center.tsx","Shared / Other","Feature component","low","","0","keep","app/components/social/notification-center.tsx","Retain and verify against the shared component definition of done."
"app/components/social/notification-item.tsx","Shared / Other","Card / item","low","","0","keep","app/components/social/notification-item.tsx","Retain and verify against the shared component definition of done."
"app/components/social/post-item.tsx","Shared / Other","Card / item","medium","","0","keep","app/components/social/post-item.tsx","Retain and verify against the shared component definition of done."
"app/components/social/suggested-connections.tsx","Shared / Other","Feature component","low","","0","keep","app/components/social/suggested-connections.tsx","Retain and verify against the shared component definition of done."
"app/components/social/trending-topics.tsx","Shared / Other","Feature component","high","","1","hide","app/components/social/trending-topics.tsx","Contains explicit incomplete/mock markers; do not mount on canonical production routes."
"app/components/ui/button.tsx","Shared / Other","Form / editor","low","","0","keep","app/components/ui/button.tsx","Retain and verify against the shared component definition of done."
"app/components/ui/feature-card.tsx","Shared / Other","Card / item","low","","0","keep","app/components/ui/feature-card.tsx","Retain and verify against the shared component definition of done."
"app/components/ui/input.tsx","Shared / Other","Form / editor","low","","0","keep","app/components/ui/input.tsx","Retain and verify against the shared component definition of done."
"app/components/ui/label.tsx","Shared / Other","Feature component","low","","0","keep","app/components/ui/label.tsx","Retain and verify against the shared component definition of done."
"app/components/ui/textarea.tsx","Shared / Other","Form / editor","low","","0","keep","app/components/ui/textarea.tsx","Retain and verify against the shared component definition of done."
"app/components/venue/equipment-management.tsx","Shared / Other","Feature component","low","","0","keep","app/components/venue/equipment-management.tsx","Retain and verify against the shared component definition of done."
"app/context/auth-context.tsx","Shared / Other","Feature component","low","","0","keep","app/context/auth-context.tsx","Retain and verify against the shared component definition of done."
"app/context/events-context.tsx","Shared / Other","Feature component","low","","0","keep","app/context/events-context.tsx","Retain and verify against the shared component definition of done."
"app/context/profile-context.tsx","Shared / Other","Feature component","low","","0","keep","app/context/profile-context.tsx","Retain and verify against the shared component definition of done."
"app/contracts/[id]/contract-review-client.tsx","Shared / Other","Form / editor","low","","0","keep","app/contracts/[id]/contract-review-client.tsx","Retain and verify against the shared component definition of done."
"app/dashboard/optimized-dashboard.tsx","Shared / Other","Feature component","low","","0","keep","app/dashboard/optimized-dashboard.tsx","Retain and verify against the shared component definition of done."
"app/global-error.tsx","Shared / Other","System state","low","","0","keep","app/global-error.tsx","Retain and verify against the shared component definition of done."
"app/groups/[id]/group-thread-client.tsx","Shared / Other","Feature component","low","","0","keep","app/groups/[id]/group-thread-client.tsx","Retain and verify against the shared component definition of done."
"app/icon.tsx","Shared / Other","Feature component","low","","0","keep","app/icon.tsx","Retain and verify against the shared component definition of done."
"app/messages/messages-page-client.tsx","Shared / Other","Form / editor","medium","","0","keep","app/messages/messages-page-client.tsx","Retain and verify against the shared component definition of done."
"app/messages/messages-skeleton.tsx","Shared / Other","System state","low","","0","keep","app/messages/messages-skeleton.tsx","Retain and verify against the shared component definition of done."
"app/opengraph-image.tsx","Shared / Other","Feature component","medium","DUP-003","0","retire later","app/twitter-image.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/providers.tsx","Shared / Other","Feature component","low","","0","keep","app/providers.tsx","Retain and verify against the shared component definition of done."
"app/twitter-image.tsx","Shared / Other","Feature component","medium","DUP-003","0","keep","app/twitter-image.tsx","Retain and verify against the shared component definition of done."
"app/venue/bookings/booking-details.tsx","Venue route-local","Feature component","low","","0","keep","app/venue/bookings/booking-details.tsx","Retain and verify against the shared component definition of done."
"app/venue/bookings/create-booking-form.tsx","Venue route-local","Form / editor","low","","0","keep","app/venue/bookings/create-booking-form.tsx","Retain and verify against the shared component definition of done."
"app/venue/bookings/date-range-picker.tsx","Venue route-local","Feature component","low","","0","keep","app/venue/bookings/date-range-picker.tsx","Retain and verify against the shared component definition of done."
"app/venue/components/advanced-analytics.tsx","Venue route-local","Analytics / visualization","medium","DUP-004","0","retire later","components/venue/venue/advanced-analytics.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
"app/venue/components/advanced-search.tsx","Venue route-local","Form / editor","low","","0","keep","app/venue/components/advanced-search.tsx","Retain and verify against the shared component definition of done."
"app/venue/components/analytics-dashboard.tsx","Venue route-local","Analytics / visualization","low","","0","keep","app/venue/components/analytics-dashboard.tsx","Retain and verify against the shared component definition of done."
"app/venue/components/attendance/attendance-analytics.tsx","Venue route-local","Analytics / visualization","high","","1","hide","app/venue/components/attendance/attendance-analytics.tsx","Contains explicit incomplete/mock markers; do not mount on canonical production routes."
"app/venue/components/attendance/attendance-tracker.tsx","Venue route-local","Form / editor","critical","","1","hide","app/venue/components/attendance/attendance-tracker.tsx","Contains explicit incomplete/mock markers; do not mount on canonical production routes."
"app/venue/components/attendance/import-wizard.tsx","Venue route-local","Form / editor","medium","DUP-005","0","retire later","components/venue/venue/attendance/import-wizard.tsx","Exact duplicate; preserve until imports move and zero-use evidence is recorded."
